"","#1 Respiratory Letzte (V)","#2 Breast L Letzte (V)","#3 Breast R Letzte (V)","#4 Stomach L Letzte (V)","#5 Stomach R Letzte (V)","#6 Navel Letzte (V)","#7 Outside L Letzte (V)","#8 Outside R Letzte (V)","#9 Arm L Letzte (V)","#10 Arm R Letzte (V)","#11 FC Sash L Letzte (V)","#12 FC Sash R Letzte (V)","#13 Zero Adjust Letzte (V)","#16 Movement Letzte (V)"
"00:05:46","0,637","1,728","1,831","2,201","1,885","0,244","0,872","0,738","0,472","0,345","2,178","2,037","0,904","2,000"
"00:05:47","0,594","1,637","1,797","2,139","1,974","0,247","0,805","0,937","0,456","0,327","2,178","2,053","0,904","2,096"
"00:05:48","0,553","1,540","1,721","2,109","1,968","0,249","1,294","0,968","0,431","0,311","2,177","2,069","0,904","2,128"
"00:05:49","0,516","1,453","1,634","2,177","1,918","0,251","1,726","0,941","0,403","0,294","2,174","2,076","0,904","2,073"
"00:05:50","0,483","1,371","1,661","2,184","1,926","0,252","1,751","0,912","0,376","0,278","2,169","2,074","0,904","2,000"
"00:05:51","0,452","1,300","1,750","2,133","2,008","0,252","1,690","0,875","0,348","0,265","2,163","2,069","0,904","2,010"
"00:05:52","0,426","1,239","1,778","2,066","2,018","0,253","1,616","0,825","0,323","0,252","2,156","2,063","0,904","2,321"
"00:05:53","0,403","1,179","1,738","1,980","1,955","0,253","1,595","0,769","0,322","0,240","2,150","2,057","0,904","2,339"
"00:05:54","0,381","1,120","1,663","1,916","1,875","0,253","1,596","0,717","0,388","0,228","2,142","2,052","0,903","2,339"
"00:05:55","0,362","1,063","1,576","1,860","1,785","0,252","1,520","0,671","0,451","0,218","2,132","2,053","0,903","2,338"
"00:05:56","0,345","1,009","1,485","1,775","1,686","0,251","1,430","0,624","0,475","0,208","2,118","2,058","0,903","2,338"
"00:05:57","0,331","0,967","1,394","1,676","1,587","0,251","1,339","0,580","0,469","0,198","2,105","2,069","0,903","2,338"
"00:05:58","0,318","0,920","1,305","1,575","1,490","0,252","1,252","0,541","0,447","0,189","2,096","2,085","0,903","2,338"
"00:05:59","0,305","0,871","1,218","1,475","1,398","0,252","1,167","0,506","0,417","0,176","2,090","2,093","0,902","2,338"
"00:06:00","0,293","0,820","1,137","1,379","1,311","0,251","1,086","0,474","0,386","0,163","2,081","2,104","0,902","2,338"
"00:06:01","0,282","0,772","1,060","1,286","1,229","0,252","1,008","0,445","0,355","0,151","2,073","2,121","0,902","2,338"
"00:06:02","0,272","0,727","0,990","1,200","1,156","0,253","0,934","0,419","0,328","0,139","2,066","2,125","0,902","2,338"
"00:06:03","0,264","0,686","0,926","1,121","1,088","0,252","0,866","0,397","0,302","0,129","2,061","2,122","0,901","2,338"
"00:06:04","0,255","0,648","0,868","1,046","1,026","0,252","0,802","0,377","0,280","0,118","2,055","2,118","0,901","2,338"
"00:06:05","0,248","0,613","0,814","0,978","0,970","0,251","0,744","0,359","0,261","0,107","2,049","2,110","0,901","2,338"
"00:06:06","0,241","0,580","0,764","0,914","0,918","0,252","0,692","0,343","0,244","0,098","2,043","2,097","0,901","2,338"
"00:06:07","0,235","0,551","0,718","0,855","0,872","0,253","0,645","0,329","0,227","0,090","2,036","2,081","0,901","2,338"
"00:06:08","0,229","0,525","0,677","0,802","0,829","0,253","0,603","0,317","0,212","0,081","2,029","2,069","0,900","2,338"
"00:06:09","0,224","0,499","0,639","0,752","0,790","0,253","0,566","0,307","0,199","0,075","2,023","2,064","0,900","2,338"
"00:06:10","0,220","0,475","0,604","0,707","0,752","0,253","0,531","0,297","0,187","0,069","2,018","2,054","0,900","2,338"
"00:06:11","0,215","0,454","0,573","0,665","0,715","0,254","0,499","0,289","0,177","0,065","2,013","2,033","0,900","2,338"
"00:06:12","0,212","0,434","0,545","0,628","0,680","0,254","0,471","0,281","0,168","0,062","2,009","2,021","0,900","2,338"
"00:06:13","0,209","0,415","0,517","0,592","0,649","0,253","0,445","0,274","0,160","0,058","2,005","2,016","0,900","2,338"
"00:06:14","0,205","0,398","0,491","0,559","0,620","0,252","0,422","0,267","0,154","0,053","1,999","2,013","0,900","2,338"
"00:06:15","0,202","0,383","0,468","0,530","0,594","0,250","0,401","0,261","0,148","0,047","1,992","2,015","0,900","2,338"
"00:06:16","0,200","0,368","0,445","0,501","0,572","0,248","0,383","0,256","0,142","0,041","1,983","2,019","0,900","2,338"
"00:06:17","0,197","0,353","0,425","0,474","0,550","0,247","0,365","0,251","0,137","0,036","1,975","2,019","0,899","2,338"
"00:06:18","0,194","0,340","0,407","0,450","0,529","0,247","0,349","0,247","0,132","0,032","1,970","2,011","0,899","2,338"
"00:06:19","0,191","0,327","0,391","0,427","0,510","0,249","0,333","0,243","0,127","0,029","1,973","2,001","0,900","2,338"
"00:06:20","0,189","0,316","0,375","0,406","0,491","0,251","0,319","0,239","0,122","0,027","1,979","1,994","0,899","2,338"
"00:06:21","0,188","0,306","0,361","0,386","0,473","0,252","0,304","0,234","0,117","0,025","1,987","1,991","0,899","2,338"
"00:06:22","0,186","0,297","0,349","0,367","0,457","0,254","0,290","0,229","0,113","0,023","1,994","1,992","0,899","2,338"
"00:06:23","0,185","0,288","0,337","0,350","0,442","0,254","0,277","0,225","0,110","0,020","1,997","1,995","0,899","2,338"
"00:06:24","0,183","0,279","0,325","0,332","0,427","0,254","0,265","0,221","0,107","0,018","1,998","1,999","0,899","2,338"
"00:06:25","0,182","0,270","0,314","0,316","0,412","0,256","0,253","0,217","0,104","0,014","1,999","2,008","0,899","2,338"
"00:06:26","0,181","0,262","0,304","0,301","0,399","0,257","0,243","0,212","0,102","0,011","1,999","2,043","0,899","2,338"
"00:06:27","0,180","0,253","0,295","0,288","0,388","0,257","0,233","0,207","0,099","0,008","1,998","2,083","0,899","2,338"
"00:06:28","0,179","0,245","0,287","0,274","0,377","0,256","0,224","0,202","0,097","0,006","1,995","2,103","0,899","2,338"
"00:06:29","0,178","0,238","0,278","0,262","0,367","0,254","0,215","0,198","0,094","0,003","1,992","2,105","0,899","2,338"
"00:06:30","0,177","0,232","0,267","0,250","0,357","0,251","0,207","0,195","0,092","0,001","1,989","2,094","0,899","2,338"
"00:06:31","0,176","0,227","0,259","0,238","0,346","0,248","0,199","0,193","0,090","0,000","1,985","2,071","0,899","2,338"
"00:06:32","0,175","0,223","0,252","0,227","0,336","0,248","0,192","0,191","0,089","0","1,982","2,047","0,899","2,338"
"00:06:33","0,174","0,218","0,245","0,218","0,326","0,249","0,185","0,189","0,088","0","1,979","2,023","0,899","2,338"
"00:06:34","0,173","0,214","0,235","0,209","0,318","0,250","0,180","0,186","0,087","0","1,977","2,001","0,899","2,338"
"00:06:35","0,172","0,209","0,225","0,201","0,311","0,249","0,175","0,183","0,087","0","1,975","1,983","0,899","2,338"
"00:06:36","0,172","0,204","0,214","0,193","0,305","0,245","0,170","0,181","0,087","0","1,973","1,968","0,899","2,338"
"00:06:37","0,171","0,200","0,204","0,186","0,299","0,242","0,166","0,179","0,087","0","1,968","1,956","0,899","2,338"
"00:06:38","0,170","0,195","0,195","0,179","0,291","0,238","0,163","0,177","0,086","0","1,961","1,945","0,899","2,338"
"00:06:39","0,169","0,191","0,185","0,172","0,283","0,235","0,159","0,177","0,086","0","1,952","1,938","0,899","2,338"
"00:06:40","0,169","0,188","0,180","0,165","0,276","0,231","0,156","0,176","0,086","0","1,944","1,935","0,899","2,338"
"00:06:41","0,168","0,184","0,177","0,159","0,269","0,223","0,152","0,175","0,086","0","1,935","1,931","0,899","2,338"
"00:06:42","0,168","0,180","0,174","0,152","0,265","0,214","0,148","0,174","0,085","0","1,928","1,928","0,899","2,338"
"00:06:43","0,168","0,177","0,172","0,145","0,261","0,208","0,145","0,173","0,085","0","1,921","1,927","0,899","2,338"
"00:06:44","0,168","0,172","0,170","0,138","0,258","0,202","0,142","0,172","0,085","0","1,915","1,928","0,899","2,338"
"00:06:45","0,168","0,166","0,168","0,133","0,255","0,196","0,138","0,171","0,085","0","1,912","1,930","0,899","2,338"
"00:06:46","0,167","0,159","0,166","0,128","0,252","0,192","0,135","0,170","0,084","0","1,909","1,930","0,899","2,338"
"00:06:47","0,166","0,153","0,163","0,123","0,249","0,187","0,132","0,170","0,083","0","1,908","1,930","0,899","2,338"
"00:06:48","0,166","0,150","0,161","0,119","0,247","0,183","0,128","0,170","0,082","0","1,907","1,930","0,899","2,338"
"00:06:49","0,165","0,147","0,158","0,114","0,243","0,179","0,124","0,171","0,082","0","1,908","1,932","0,898","2,338"
"00:06:50","0,165","0,145","0,156","0,110","0,241","0,175","0,121","0,172","0,082","0","1,910","1,931","0,899","2,338"
"00:06:51","0,164","0,143","0,152","0,106","0,239","0,172","0,119","0,173","0,081","0","1,913","1,928","0,899","2,338"
"00:06:52","0,164","0,141","0,150","0,101","0,238","0,170","0,117","0,174","0,081","0","1,914","1,928","0,898","2,338"
"00:06:53","0,164","0,139","0,148","0,097","0,237","0,170","0,116","0,175","0,081","0","1,915","1,928","0,899","2,338"
"00:06:54","0,163","0,137","0,147","0,094","0,235","0,171","0,115","0,176","0,081","0","1,913","1,929","0,899","2,338"
"00:06:55","0,163","0,135","0,145","0,090","0,232","0,172","0,114","0,177","0,080","0","1,900","1,930","0,898","2,338"
"00:06:56","0,163","0,134","0,143","0,086","0,230","0,172","0,111","0,178","0,080","0","1,883","1,928","0,899","2,338"
"00:06:57","0,163","0,132","0,141","0,082","0,228","0,174","0,110","0,177","0,080","0","1,870","1,927","0,899","2,338"
"00:06:58","0,163","0,130","0,138","0,077","0,227","0,175","0,110","0,176","0,081","0","1,862","1,927","0,898","2,338"
"00:06:59","0,162","0,128","0,134","0,073","0,226","0,175","0,109","0,176","0,081","0","1,855","1,926","0,898","2,338"
"00:07:00","0,162","0,126","0,131","0,069","0,223","0,176","0,108","0,176","0,081","0","1,845","1,923","0,899","2,338"
"00:07:01","0,162","0,124","0,128","0,066","0,218","0,178","0,107","0,176","0,081","0","1,833","1,915","0,899","2,338"
"00:07:02","0,161","0,122","0,127","0,064","0,213","0,179","0,105","0,175","0,080","0","1,822","1,911","0,898","2,338"
"00:07:03","0,161","0,120","0,126","0,060","0,208","0,182","0,102","0,174","0,079","0","1,811","1,905","0,898","2,338"
"00:07:04","0,161","0,119","0,125","0,057","0,202","0,185","0,100","0,173","0,078","0","1,801","1,897","0,899","2,338"
"00:07:05","0,161","0,117","0,124","0,054","0,197","0,189","0,098","0,172","0,077","0","1,793","1,887","0,898","2,338"
"00:07:06","0,161","0,115","0,122","0,051","0,192","0,192","0,097","0,171","0,075","0","1,786","1,881","0,898","2,338"
"00:07:07","0,161","0,113","0,120","0,048","0,189","0,194","0,095","0,170","0,073","0","1,783","1,876","0,898","2,338"
"00:07:08","0,161","0,111","0,118","0,045","0,185","0,196","0,094","0,170","0,072","0","1,782","1,869","0,898","2,338"
"00:07:09","0,160","0,110","0,115","0,040","0,182","0,196","0,092","0,169","0,070","0","1,783","1,863","0,898","2,338"
"00:07:10","0,160","0,109","0,113","0,037","0,180","0,196","0,090","0,166","0,068","0","1,785","1,862","0,898","2,338"
"00:07:11","0,160","0,107","0,111","0,033","0,179","0,194","0,089","0,165","0,066","0","1,785","1,864","0,898","2,338"
"00:07:12","0,159","0,106","0,108","0,029","0,178","0,191","0,088","0,166","0,064","0","1,786","1,864","0,898","2,338"
"00:07:13","0,159","0,105","0,107","0,027","0,177","0,191","0,088","0,165","0,063","0","1,785","1,861","0,898","2,338"
"00:07:14","0,158","0,105","0,106","0,023","0,176","0,189","0,087","0,164","0,062","0","1,784","1,859","0,898","2,338"
"00:07:15","0,158","0,104","0,104","0,019","0,175","0,186","0,086","0,163","0,061","0","1,783","1,858","0,898","2,338"
"00:07:16","0,157","0,103","0,102","0,016","0,174","0,181","0,084","0,161","0,058","0","1,781","1,860","0,898","2,338"
"00:07:17","0,157","0,101","0,097","0,012","0,171","0,182","0,082","0,161","0,055","0","1,778","1,865","0,898","2,338"
"00:07:18","0,157","0,099","0,093","0,011","0,168","0,185","0,081","0,160","0,053","0","1,775","1,870","0,898","2,338"
"00:07:19","0,156","0,098","0,086","0,011","0,164","0,188","0,079","0,159","0,050","0","1,775","1,872","0,898","2,338"
"00:07:20","0,155","0,098","0,081","0,011","0,160","0,190","0,077","0,157","0,047","0","1,776","1,873","0,898","2,338"
"00:07:21","0,155","0,098","0,079","0,010","0,156","0,195","0,075","0,156","0,045","0","1,777","1,875","0,898","2,338"
"00:07:22","0,155","0,098","0,078","0,010","0,152","0,202","0,074","0,155","0,043","0","1,778","1,874","0,898","2,338"
"00:07:23","0,154","0,097","0,079","0,010","0,150","0,208","0,072","0,154","0,042","0","1,780","1,868","0,898","2,338"
"00:07:24","0,154","0,097","0,079","0,009","0,147","0,211","0,071","0,154","0,042","0","1,783","1,871","0,898","2,338"
"00:07:25","0,154","0,096","0,080","0,009","0,146","0,215","0,069","0,153","0,042","0","1,785","1,903","0,898","2,338"
"00:07:26","0,153","0,095","0,082","0,009","0,145","0,220","0,068","0,153","0,043","0","1,784","1,934","0,898","2,338"
"00:07:27","0,153","0,095","0,085","0,009","0,144","0,225","0,067","0,152","0,043","0","1,781","1,938","0,898","2,338"
"00:07:28","0,153","0,094","0,086","0,008","0,143","0,227","0,067","0,151","0,043","0","1,781","1,928","0,898","2,338"
"00:07:29","0,152","0,092","0,088","0,006","0,143","0,227","0,066","0,150","0,043","0","1,782","1,917","0,898","2,338"
"00:07:30","0,152","0,091","0,088","0,004","0,142","0,226","0,066","0,149","0,041","0","1,782","1,908","0,898","2,338"
"00:07:31","0,151","0,090","0,087","0,002","0,143","0,227","0,065","0,149","0,039","0","1,778","1,898","0,898","2,338"
"00:07:32","0,149","0,090","0,085","0,002","0,144","0,229","0,065","0,148","0,038","0","1,776","1,884","0,898","2,355"
"00:07:33","0,148","0,088","0,082","0,001","0,146","0,227","0,064","0,148","0,038","0","1,779","1,870","0,898","2,409"
"00:07:34","0,148","0,086","0,080","0","0,146","0,223","0,064","0,149","0,037","0","1,785","1,860","0,898","2,390"
"00:07:35","0,148","0,086","0,079","0","0,148","0,219","0,064","0,149","0,033","0","1,791","1,846","0,898","2,268"
"00:07:36","0,147","0,087","0,081","0","0,150","0,217","0,063","0,148","0,031","0","1,796","1,830","0,898","2,268"
"00:07:37","0,148","0,088","0,083","0","0,152","0,214","0,062","0,148","0,031","0","1,798","1,813","0,898","2,338"
"00:07:38","0,148","0,088","0,084","0","0,153","0,213","0,061","0,148","0,033","0","1,797","1,807","0,898","2,338"
"00:07:39","0,148","0,087","0,085","0","0,154","0,212","0,060","0,149","0,035","0","1,796","1,814","0,898","2,338"
"00:07:40","0,148","0,087","0,085","0","0,154","0,211","0,059","0,149","0,035","0","1,794","1,830","0,898","2,338"
"00:07:41","0,148","0,086","0,084","0","0,155","0,212","0,058","0,149","0,035","0","1,794","1,843","0,898","2,338"
"00:07:42","0,148","0,085","0,083","0","0,155","0,215","0,056","0,149","0,034","0","1,795","1,852","0,898","2,338"
"00:07:43","0,148","0,085","0,083","0","0,155","0,217","0,055","0,149","0,032","0","1,794","1,858","0,898","2,338"
"00:07:44","0,148","0,084","0,083","0","0,155","0,219","0,053","0,147","0,031","0","1,790","1,861","0,898","2,338"
"00:07:45","0,148","0,085","0,084","0","0,154","0,222","0,052","0,146","0,030","0","1,782","1,862","0,898","2,338"
"00:07:46","0,148","0,085","0,083","0","0,153","0,222","0,052","0,144","0,030","0","1,774","1,865","0,898","2,338"
"00:07:47","0,149","0,085","0,083","0","0,152","0,219","0,051","0,141","0,029","0","1,764","1,866","0,898","2,338"
"00:07:48","0,149","0,085","0,083","0","0,151","0,215","0,050","0,138","0,029","0","1,755","1,863","0,898","2,338"
"00:07:49","0,150","0,084","0,082","0","0,151","0,213","0,048","0,131","0,029","0","1,748","1,856","0,898","2,338"
"00:07:50","0,150","0,083","0,081","0","0,151","0,213","0,046","0,125","0,030","0","1,736","1,849","0,898","2,338"
"00:07:51","0,150","0,082","0,082","0","0,152","0,215","0,044","0,123","0,031","0","1,719","1,844","0,898","2,338"
"00:07:52","0,151","0,081","0,083","0","0,153","0,219","0,042","0,123","0,033","0","1,704","1,838","0,898","2,338"
"00:07:53","0,151","0,080","0,083","0","0,155","0,222","0,042","0,124","0,033","0","1,694","1,828","0,898","2,338"
"00:07:54","0,151","0,080","0,084","0","0,157","0,226","0,041","0,125","0,034","0","1,689","1,817","0,898","2,338"
"00:07:55","0,151","0,080","0,086","0","0,158","0,230","0,040","0,125","0,035","0","1,686","1,804","0,898","2,338"
"00:07:56","0,151","0,079","0,087","0","0,158","0,232","0,039","0,126","0,036","0","1,684","1,787","0,898","2,338"
"00:07:57","0,151","0,078","0,088","0","0,155","0,234","0,038","0,126","0,035","0","1,682","1,766","0,898","2,338"
"00:07:58","0,151","0,078","0,088","0","0,154","0,235","0,037","0,125","0,035","0","1,679","1,748","0,898","2,338"
"00:07:59","0,151","0,078","0,088","0","0,154","0,233","0,036","0,123","0,036","0","1,675","1,730","0,898","2,338"
"00:08:00","0,151","0,078","0,087","0","0,154","0,229","0,036","0,121","0,036","0","1,666","1,714","0,898","2,338"
"00:08:01","0,151","0,077","0,085","0","0,154","0,223","0,035","0,119","0,036","0","1,652","1,699","0,898","2,338"
"00:08:02","0,151","0,076","0,083","0","0,154","0,218","0,035","0,118","0,036","0","1,636","1,680","0,898","2,338"
"00:08:03","0,151","0,074","0,082","0","0,154","0,217","0,035","0,116","0,037","0","1,621","1,652","0,898","2,338"
"00:08:04","0,151","0,073","0,079","0","0,154","0,218","0,033","0,116","0,037","0","1,607","1,621","0,898","2,338"
"00:08:05","0,151","0,073","0,075","0","0,152","0,220","0,031","0,117","0,038","0","1,595","1,594","0,898","2,338"
"00:08:06","0,151","0,072","0,073","0","0,149","0,223","0,029","0,116","0,039","0","1,582","1,571","0,898","2,338"
"00:08:07","0,151","0,072","0,070","0","0,146","0,225","0,027","0,116","0,039","0","1,562","1,549","0,897","2,338"
"00:08:08","0,151","0,072","0,069","0","0,145","0,227","0,026","0,116","0,040","0","1,542","1,521","0,898","2,338"
"00:08:09","0,151","0,072","0,069","0","0,143","0,229","0,025","0,115","0,040","0","1,520","1,489","0,898","2,338"
"00:08:10","0,150","0,072","0,069","0","0,141","0,232","0,025","0,114","0,040","0","1,497","1,457","0,898","2,338"
"00:08:11","0,150","0,072","0,068","0","0,138","0,234","0,025","0,113","0,041","0","1,473","1,426","0,897","2,338"
"00:08:12","0,149","0,072","0,069","0","0,136","0,237","0,024","0,112","0,042","0","1,449","1,396","0,897","2,338"
"00:08:13","0,148","0,072","0,068","0","0,135","0,240","0,023","0,110","0,041","0","1,425","1,366","0,897","2,338"
"00:08:14","0,148","0,072","0,066","0","0,133","0,241","0,022","0,106","0,041","0","1,402","1,339","0,897","2,338"
"00:08:15","0,148","0,071","0,064","0","0,133","0,243","0,022","0,102","0,041","0","1,376","1,313","0,897","2,338"
"00:08:16","0,148","0,071","0,064","0","0,132","0,244","0,022","0,100","0,043","0","1,348","1,283","0,897","2,338"
"00:08:17","0,148","0,071","0,064","0","0,130","0,246","0,022","0,099","0,046","0","1,323","1,254","0,897","2,338"
"00:08:18","0,149","0,071","0,062","0","0,129","0,247","0,022","0,098","0,048","0","1,303","1,229","0,897","2,338"
"00:08:19","0,149","0,071","0,061","0","0,130","0,248","0,022","0,098","0,051","0","1,284","1,209","0,897","2,338"
"00:08:20","0,149","0,072","0,061","0","0,131","0,248","0,022","0,100","0,053","0","1,256","1,193","0,898","2,338"
"00:08:21","0,149","0,071","0,061","0","0,132","0,249","0,022","0,100","0,053","0","1,225","1,179","0,897","2,338"
"00:08:22","0,149","0,071","0,061","0","0,133","0,251","0,021","0,099","0,053","0","1,187","1,164","0,897","2,338"
"00:08:23","0,149","0,072","0,062","0","0,134","0,253","0,020","0,100","0,052","0","1,154","1,148","0,897","2,338"
"00:08:24","0,149","0,072","0,062","0","0,137","0,254","0,019","0,099","0,052","0","1,134","1,132","0,897","2,338"
"00:08:25","0,149","0,072","0,063","0","0,141","0,256","0,019","0,096","0,052","0","1,121","1,114","0,897","2,338"
"00:08:26","0,149","0,072","0,065","0","0,146","0,258","0,018","0,094","0,053","0","1,111","1,087","0,897","2,338"
"00:08:27","0,150","0,072","0,067","0","0,149","0,261","0,018","0,094","0,055","0","1,100","1,060","0,897","2,338"
"00:08:28","0,150","0,072","0,068","0","0,153","0,264","0,017","0,094","0,057","0","1,089","1,036","0,897","2,338"
"00:08:29","0,150","0,072","0,070","0","0,160","0,266","0,017","0,094","0,059","0","1,081","1,018","0,897","2,338"
"00:08:30","0,151","0,072","0,072","0","0,165","0,268","0,018","0,092","0,061","0","1,076","1,000","0,897","2,338"
"00:08:31","0,151","0,071","0,073","0","0,170","0,269","0,019","0,089","0,062","0","1,074","0,980","0,897","2,338"
"00:08:32","0,151","0,071","0,075","0","0,172","0,271","0,020","0,085","0,063","0","1,074","0,961","0,897","2,338"
"00:08:33","0,151","0,071","0,076","0","0,172","0,272","0,021","0,082","0,064","0","1,073","0,944","0,897","2,338"
"00:08:34","0,152","0,071","0,078","0","0,173","0,274","0,022","0,079","0,066","0","1,070","0,928","0,897","2,338"
"00:08:35","0,153","0,072","0,080","0","0,176","0,274","0,022","0,078","0,067","0","1,060","0,911","0,897","2,338"
"00:08:36","0,153","0,072","0,084","0","0,179","0,276","0,023","0,080","0,068","0","1,046","0,893","0,897","2,338"
"00:08:37","0,153","0,073","0,088","0","0,181","0,277","0,023","0,083","0,068","0","1,030","0,874","0,897","2,338"
"00:08:38","0,152","0,073","0,090","0","0,184","0,278","0,024","0,086","0,069","0","1,011","0,854","0,897","2,338"
"00:08:39","0,151","0,074","0,091","0","0,186","0,279","0,025","0,087","0,070","0","0,985","0,835","0,897","2,338"
"00:08:40","0,150","0,075","0,090","0","0,188","0,280","0,025","0,089","0,069","0","0,954","0,820","0,897","2,338"
"00:08:41","0,149","0,077","0,089","0","0,191","0,281","0,023","0,091","0,068","0","0,921","0,806","0,897","2,338"
"00:08:42","0,148","0,078","0,089","0","0,192","0,282","0,021","0,093","0,068","0,002","0,891","0,792","0,897","2,338"
"00:08:43","0,148","0,080","0,089","0","0,193","0,283","0,020","0,096","0,068","0,006","0,865","0,777","0,897","2,338"
"00:08:44","0,148","0,080","0,088","0","0,194","0,284","0,020","0,099","0,069","0,010","0,845","0,763","0,897","2,338"
"00:08:45","0,147","0,080","0,087","0","0,195","0,284","0,021","0,102","0,069","0,014","0,830","0,748","0,897","2,338"
"00:08:46","0,147","0,080","0,088","0","0,196","0,284","0,022","0,105","0,069","0,015","0,821","0,734","0,896","2,338"
"00:08:47","0,147","0,079","0,089","0","0,194","0,285","0,020","0,107","0,069","0,017","0,816","0,721","0,897","2,338"
"00:08:48","0,146","0,078","0,088","0","0,194","0,285","0,018","0,108","0,069","0,018","0,815","0,706","0,896","2,338"
"00:08:49","0,146","0,077","0,087","0","0,191","0,285","0,018","0,109","0,068","0,018","0,814","0,692","0,897","2,338"
"00:08:50","0,146","0,076","0,086","0","0,193","0,286","0,018","0,111","0,066","0,017","0,814","0,680","0,897","2,338"
"00:08:51","0,145","0,075","0,085","0","0,196","0,286","0,019","0,112","0,064","0,018","0,813","0,668","0,897","2,338"
"00:08:52","0,143","0,074","0,085","0","0,198","0,286","0,020","0,112","0,062","0,017","0,810","0,655","0,897","2,338"
"00:08:53","0,142","0,073","0,085","0","0,200","0,286","0,022","0,112","0,060","0,016","0,805","0,642","0,896","2,338"
"00:08:54","0,141","0,072","0,085","0","0,200","0,284","0,023","0,111","0,058","0,016","0,797","0,630","0,897","2,338"
"00:08:55","0,141","0,071","0,085","0","0,201","0,284","0,024","0,111","0,058","0,017","0,784","0,618","0,896","2,338"
"00:08:56","0,141","0,070","0,084","0","0,203","0,284","0,025","0,111","0,058","0,019","0,766","0,606","0,896","2,338"
"00:08:57","0,141","0,070","0,084","0","0,204","0,283","0,025","0,113","0,059","0,022","0,746","0,593","0,897","2,338"
"00:08:58","0,141","0,069","0,084","0","0,206","0,283","0,026","0,112","0,059","0,022","0,728","0,580","0,897","2,339"
"00:08:59","0,141","0,069","0,084","0","0,208","0,283","0,026","0,112","0,059","0,022","0,712","0,569","0,896","2,338"
"00:09:00","0,141","0,068","0,084","0","0,209","0,282","0,026","0,114","0,059","0,022","0,699","0,558","0,897","2,338"
"00:09:01","0,141","0,067","0,085","0","0,210","0,282","0,026","0,118","0,060","0,022","0,688","0,547","0,896","2,338"
"00:09:02","0,141","0,066","0,086","0","0,211","0,282","0,027","0,123","0,062","0,022","0,679","0,539","0,896","2,338"
"00:09:03","0,141","0,066","0,087","0","0,213","0,282","0,027","0,126","0,062","0,022","0,671","0,531","0,896","2,338"
"00:09:04","0,140","0,066","0,088","0","0,215","0,282","0,027","0,128","0,064","0,022","0,666","0,524","0,896","2,338"
"00:09:05","0,141","0,066","0,090","0","0,217","0,283","0,027","0,128","0,065","0,023","0,662","0,516","0,896","2,338"
"00:09:06","0,142","0,066","0,092","0","0,218","0,283","0,027","0,128","0,066","0,024","0,657","0,508","0,896","2,339"
"00:09:07","0,143","0,067","0,092","0","0,219","0,284","0,027","0,127","0,066","0,024","0,652","0,499","0,896","2,338"
"00:09:08","0,143","0,067","0,092","0","0,219","0,284","0,027","0,126","0,067","0,023","0,647","0,491","0,896","2,338"
"00:09:09","0,143","0,066","0,092","0","0,218","0,284","0,027","0,125","0,068","0,019","0,642","0,482","0,896","2,338"
"00:09:10","0,141","0,065","0,091","0","0,216","0,284","0,027","0,126","0,069","0,015","0,638","0,475","0,896","2,338"
"00:09:11","0,137","0,064","0,090","0","0,214","0,284","0,026","0,126","0,069","0,011","0,634","0,468","0,896","2,338"
"00:09:12","0,132","0,063","0,089","0","0,212","0,284","0,026","0,127","0,070","0,006","0,631","0,461","0,896","2,338"
"00:09:13","0,127","0,063","0,088","0","0,209","0,284","0,026","0,127","0,070","0,002","0,627","0,454","0,896","2,338"
"00:09:14","0,124","0,064","0,087","0","0,206","0,284","0,026","0,127","0,070","0","0,621","0,447","0,896","2,338"
"00:09:15","0,122","0,064","0,087","0","0,202","0,284","0,026","0,127","0,070","0","0,613","0,441","0,896","2,338"
"00:09:16","0,120","0,063","0,087","0","0,199","0,284","0,025","0,128","0,070","0","0,605","0,434","0,896","2,338"
"00:09:17","0,119","0,061","0,086","0","0,194","0,284","0,024","0,130","0,069","0","0,597","0,428","0,896","2,338"
"00:09:18","0,120","0,059","0,083","0","0,192","0,285","0,023","0,132","0,068","0","0,590","0,422","0,896","2,339"
"00:09:19","0,120","0,057","0,082","0","0,188","0,285","0,019","0,134","0,066","0","0,583","0,417","0,896","2,338"
"00:09:20","0,120","0,054","0,083","0","0,184","0,285","0,015","0,135","0,064","0","0,576","0,411","0,896","2,338"
"00:09:21","0,119","0,054","0,085","0","0,182","0,284","0,011","0,135","0,063","0","0,568","0,407","0,896","2,339"
"00:09:22","0,118","0,052","0,084","0","0,182","0,283","0,008","0,134","0,060","0,000","0,560","0,403","0,896","2,338"
"00:09:23","0,118","0,049","0,084","0","0,181","0,282","0,006","0,135","0,056","0,007","0,551","0,399","0,896","2,339"
"00:09:24","0,117","0,047","0,083","0","0,180","0,280","0,002","0,135","0,051","0,013","0,542","0,395","0,896","2,338"
"00:09:25","0,116","0,045","0,081","0","0,179","0,279","0","0,135","0,047","0,019","0,534","0,391","0,896","2,338"
"00:09:26","0,117","0,043","0,080","0","0,178","0,277","0","0,135","0,043","0,023","0,528","0,387","0,896","2,338"
"00:09:27","0,116","0,040","0,079","0","0,176","0,275","0","0,136","0,040","0,027","0,523","0,385","0,896","2,338"
"00:09:28","0,115","0,038","0,078","0","0,176","0,273","0","0,137","0,040","0,029","0,519","0,382","0,896","2,339"
